id,carat,depth,table,x,y,z,price,city_Amsterdam,city_Antwerp,city_Dubai,city_Kimberly,city_Las Vegas,city_London,city_Luxembourg,city_Madrid,city_New York City,city_Paris,city_Surat,city_Tel Aviv,city_Zurich,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1309,1.12,58.9,60.0,6.78,6.91,4.03,229.9039274139284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1310,1.11,64.4,58.0,6.55,6.5,4.2,855.2204433981531,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1311,0.7,62.2,57.0,5.67,5.74,3.55,903.4705957279422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1312,0.87,59.1,58.0,6.25,6.21,3.68,128.80608832452566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1313,0.72,61.4,58.0,5.76,5.74,3.53,742.5396093222189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1314,0.35,61.9,58.0,4.5,4.54,2.8,352.0313371595556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1315,0.71,61.8,56.0,5.72,5.75,3.55,23.600220631917026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1316,0.89,61.6,60.9,6.13,6.24,3.82,914.8368321713882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1317,0.27,64.6,53.0,4.04,4.1,2.63,306.07330238055584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,0.43,61.0,60.0,4.94,4.87,2.99,577.8727360126273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1319,0.7,60.0,60.0,5.76,5.8,3.47,588.7958835154005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1320,0.55,61.7,54.0,5.29,5.34,3.28,82.37134016683024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1321,1.0,61.1,60.0,6.43,6.41,3.92,598.8516154593735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1322,0.78,60.9,55.0,5.94,5.98,3.63,745.7029738453379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1323,1.71,62.5,58.0,7.56,7.66,4.76,361.070396137848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1324,0.3,62.0,54.2,4.31,4.33,2.68,110.65173669811712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1325,0.23,63.3,58.0,3.9,3.93,2.48,370.3257246911501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1326,0.41,62.9,56.0,4.72,4.78,2.99,749.3398701199022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1327,0.85,61.9,56.0,6.03,6.09,3.75,761.9670776066404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1328,0.75,61.2,55.0,5.87,5.92,3.61,100.62307133814308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1329,1.04,61.4,57.0,6.48,6.54,4.0,146.2432464846283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1330,0.38,60.0,60.0,4.65,4.72,2.81,623.7433926214422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1331,0.56,60.2,59.0,5.34,5.36,3.22,733.5692054297903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1332,0.44,63.8,54.0,4.8,4.85,3.08,754.3126065194402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1333,0.82,62.4,54.0,6.02,5.97,3.74,497.7715943734139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1334,1.01,61.9,55.0,6.5,6.43,4.01,859.7535293906138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1335,0.91,58.0,57.0,6.36,6.47,3.72,710.7144330851772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1336,1.01,61.5,62.0,6.35,6.44,3.93,32.626597292222506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1337,0.41,62.7,57.0,4.75,4.72,2.97,184.1532332329563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1338,0.9,61.3,57.0,6.16,6.24,3.8,258.2413392226922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1339,0.3,62.9,61.0,4.27,4.29,2.69,19.88755904442197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1340,1.11,62.4,57.0,6.58,6.6,4.11,965.210639554714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1341,1.26,62.5,53.0,6.9,6.86,4.3,994.1856749799438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1342,2.3,59.6,59.0,8.61,8.56,5.12,581.8664552470698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1343,0.36,59.9,59.0,4.58,4.63,2.76,571.2707837127855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1344,0.51,60.2,58.0,5.24,5.2,3.14,765.4052120446323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1345,1.05,62.3,55.0,6.47,6.54,4.05,188.12731275370209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1346,0.71,62.3,57.0,5.69,5.74,3.56,204.650853164963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1347,0.31,62.7,57.0,4.34,4.31,2.71,928.14877392749,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1348,0.3,61.5,58.0,4.3,4.28,2.64,775.9863618350034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1349,0.35,62.3,57.0,4.52,4.5,2.81,310.6905641793416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1350,0.32,61.6,54.0,4.43,4.46,2.74,121.88663885931994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1351,0.3,63.3,60.0,4.25,4.22,2.68,390.6534592743602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1352,0.8,62.6,56.1,5.87,5.92,3.7,569.4907165946245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1353,0.57,61.7,59.0,5.34,5.31,3.29,827.2354750371587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1354,1.28,61.1,61.0,7.01,6.96,4.27,127.66143688268394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1355,1.81,62.3,58.0,7.75,7.68,4.81,936.4072048332488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1356,0.36,59.8,62.0,4.61,4.56,2.74,48.274230077538725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1357,0.38,61.9,60.0,4.62,4.66,2.87,879.9212241074808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1358,0.41,62.3,55.0,4.75,4.78,2.97,27.91431265561273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1359,0.4,62.5,53.0,4.71,4.76,2.96,430.7658561545673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1360,1.07,63.0,55.0,6.55,6.47,4.1,135.93222886348377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1361,0.53,61.0,57.0,5.22,5.25,3.19,140.21387790015584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1362,0.32,62.1,58.0,4.34,4.39,2.71,802.4171949213568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1363,1.2,60.8,59.0,6.8,6.75,4.12,647.5019825243303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1364,2.06,64.6,58.0,7.91,8.04,5.15,63.85298122409755,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1365,0.9,59.8,55.0,6.34,6.3,3.78,213.4375721497911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1366,2.29,61.8,56.4,8.4,8.5,5.23,542.2337390433454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1367,0.27,61.8,57.0,4.12,4.16,2.56,169.8910277638508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1368,0.91,59.9,62.0,6.33,6.26,3.77,514.2761536691444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1369,0.35,60.3,55.0,4.61,4.65,2.79,795.2242320091613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1370,0.45,61.8,57.0,4.94,4.9,3.04,401.166942364495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1371,0.43,62.3,60.0,4.78,4.85,3.0,893.2194156175547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1372,0.63,65.7,60.0,5.41,5.31,3.52,972.1839362964952,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1373,1.56,59.7,59.0,7.48,7.57,4.49,259.31800227801403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1374,0.44,60.3,58.0,4.9,4.92,2.96,943.649149397852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1375,0.72,61.5,56.0,5.74,5.77,3.53,678.4598137918833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1376,1.03,62.5,56.0,6.46,6.53,4.06,504.5166646231227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1377,0.3,63.9,55.0,4.28,4.27,2.73,344.1267013553869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1378,1.51,62.0,56.0,7.32,7.35,4.55,86.06367956559934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1379,0.7,60.3,56.0,5.73,5.77,3.47,833.8290784352794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1380,0.41,62.2,57.0,4.76,4.72,2.95,114.57598453761864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1381,0.9,60.4,60.0,6.23,6.28,3.78,146.8758411755212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1382,0.44,59.6,60.0,4.95,4.93,2.96,378.0222643187611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1383,1.5,64.2,61.0,7.15,7.1,4.57,607.0735980557753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1384,0.71,59.9,59.0,5.79,5.83,3.48,13.094523459403318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1385,0.3,62.1,57.0,4.29,4.31,2.67,299.7347756790162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1386,0.38,62.5,53.0,4.62,4.66,2.9,454.1774144047192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1387,1.16,61.5,60.4,6.71,6.76,4.14,29.2217698421684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1388,3.0,59.3,64.0,9.32,9.19,5.5,52.755181235769946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1389,1.36,64.3,59.0,6.93,6.85,4.43,57.34925039552064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1390,1.38,61.8,56.0,7.17,7.14,4.42,129.72654869928712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1391,0.94,63.0,59.0,6.16,6.1,3.86,252.094510572784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1392,0.52,61.4,54.0,5.2,5.23,3.2,108.94291988402394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,0.43,62.6,58.0,4.81,4.77,3.0,746.0637963524564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1394,1.04,60.8,58.0,6.53,6.49,3.96,815.548001496962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1395,0.9,62.0,58.0,6.16,6.13,3.81,886.3140751953273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1396,0.23,63.8,57.0,3.93,3.84,2.48,48.17264961788259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1397,0.67,62.9,54.0,5.63,5.6,3.53,453.1882203830544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1398,0.33,60.2,57.0,4.5,4.54,2.72,112.98161414464558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1399,0.8,60.1,58.0,6.07,6.05,3.64,239.827243555806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1400,1.8,62.9,54.0,7.77,7.74,4.88,923.8975626620676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1401,2.01,61.5,62.0,8.07,7.94,4.92,6.061063097325348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1402,1.22,62.7,55.0,6.82,6.73,4.25,161.77758449113978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1403,1.26,63.0,59.0,6.84,6.88,4.32,831.5999147174145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1404,1.35,62.7,57.0,7.01,7.05,4.41,266.48032977539725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1405,0.3,62.5,55.0,4.25,4.32,2.68,459.4445147008502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1406,0.36,61.8,56.0,4.6,4.56,2.83,499.50421533659727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1407,1.09,61.1,57.0,6.69,6.6,4.1,164.4281610390663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1408,0.28,60.9,57.0,4.24,4.27,2.59,635.6930693321935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1409,0.9,63.4,62.0,6.02,6.0,3.81,831.1384827012234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1410,0.78,61.7,55.0,5.92,5.88,3.64,456.0256740602655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1411,0.3,62.5,60.0,4.24,4.27,2.66,158.73659898905578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1412,0.32,62.2,55.0,4.38,4.4,2.73,212.05846617623936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1413,0.3,62.3,55.0,4.34,4.29,2.69,892.0383347958045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1414,1.01,62.0,59.0,6.38,6.42,3.97,416.81751787095135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1415,0.59,60.1,59.0,5.46,5.42,3.27,260.02207533033004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1416,0.58,65.0,56.0,5.23,5.17,3.38,216.71916955676292,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1417,0.84,63.4,55.0,6.0,5.95,3.79,729.9423459178641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1418,0.37,60.2,60.0,4.68,4.63,2.8,880.3467699436399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1419,1.51,62.2,58.0,7.32,7.27,4.54,573.0598987632674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1420,1.11,61.2,56.0,6.68,6.65,4.08,864.6227153895227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1421,0.5,66.3,55.0,4.98,4.94,3.29,439.2211362721904,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1422,1.0,61.8,59.0,6.43,6.38,3.96,23.64566716775129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1423,1.03,62.0,56.0,6.5,6.54,4.04,262.9468098145541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1424,0.32,62.8,57.0,4.34,4.39,2.74,156.53653484907483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1425,0.59,60.6,56.0,5.47,5.48,3.32,337.90628773717657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1426,1.0,61.3,59.0,6.45,6.42,3.95,292.9399805154297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1427,0.73,66.2,56.0,5.62,5.46,3.69,397.4685764642967,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1428,0.3,62.1,54.0,4.31,4.35,2.69,444.3868541812337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1429,0.5,62.1,57.0,5.1,5.05,3.15,367.8173981755324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,1.0,61.9,56.0,6.43,6.4,3.97,34.22283134405757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1431,1.0,65.2,62.0,6.19,6.08,4.01,80.73727874742087,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1432,1.01,63.2,55.0,6.39,6.34,4.02,6.782622893682033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1433,1.11,60.4,59.0,6.7,6.64,4.03,846.0537414542492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1434,1.55,61.3,61.0,7.39,7.46,4.55,422.0918217310937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1435,0.82,61.9,57.0,5.96,6.0,3.7,123.10029275697865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1436,0.91,62.7,59.0,6.15,6.19,3.87,727.4091237721451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1437,1.04,59.6,57.0,6.6,6.62,3.94,789.0436688115993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1438,0.33,60.6,57.0,4.51,4.53,2.74,711.1974343914748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1439,0.43,63.6,55.0,4.83,4.79,3.06,208.5663176281737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1440,0.34,62.1,55.0,4.49,4.46,2.78,526.2706583498384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1441,0.42,60.6,62.0,4.85,4.82,2.93,699.7328637628506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1442,0.33,61.9,57.0,4.43,4.46,2.75,774.7863171547057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1443,1.08,61.4,57.0,6.67,6.62,4.08,244.96546677271448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1444,1.09,61.8,58.0,6.63,6.58,4.08,982.0658173625784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
